id	length	protein_family	keywords
P0C2D4	38	Flavin monoamine oxidase family, FIG1 subfamily	Antibiotic;Antimicrobial;Apoptosis;Cytolysis;Direct protein sequencing;Disulfide bond;FAD;Flavoprotein;Glycoprotein;Hemolysis;Hemostasis impairing toxin;Oxidoreductase;Platelet aggregation inhibiting toxin;Secreted;Toxin
P0C2D5	505	Flavin monoamine oxidase family, FIG1 subfamily	Antibiotic;Antimicrobial;Apoptosis;Cytolysis;Direct protein sequencing;Disulfide bond;FAD;Flavoprotein;Glycoprotein;Hemolysis;Hemostasis impairing toxin;Oxidoreductase;Platelet aggregation inhibiting toxin;Secreted;Signal;Toxin
P0C2D6	24	Flavin monoamine oxidase family, FIG1 subfamily	Antibiotic;Antimicrobial;Apoptosis;Cytolysis;Direct protein sequencing;Disulfide bond;FAD;Flavoprotein;Glycoprotein;Hemolysis;Hemostasis impairing toxin;Oxidoreductase;Platelet aggregation activating toxin;Secreted;Toxin
P0C2D7	88	Flavin monoamine oxidase family, FIG1 subfamily	Antibiotic;Antimicrobial;Apoptosis;Cytolysis;Direct protein sequencing;Disulfide bond;FAD;Flavoprotein;Glycoprotein;Hemolysis;Hemostasis impairing toxin;Oxidoreductase;Platelet aggregation inhibiting toxin;Secreted;Toxin
P0C2F2	11	Conotoxin T superfamily	Bromination;Direct protein sequencing;Disulfide bond;Secreted;Toxin
P0C2F3	60	Long chain scorpion toxin family, Class 1 subfamily	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Potassium channel impairing toxin;Secreted;Toxin;Voltage-gated potassium channel impairing toxin
P0C2F4	95	Long chain scorpion toxin family, Class 3 subfamily	Antibiotic;Antimicrobial;Direct protein sequencing;Disulfide bond;Secreted;Signal;Toxin
P0C2K0	33	Arthropod phospholipase D family, Class II subfamily	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2K1	35	Arthropod phospholipase D family, Class I subfamily	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2K2	40	Arthropod phospholipase D family, Class II subfamily	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2K3	36	Arthropod phospholipase D family, Class II subfamily	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2K4	36	Arthropod phospholipase D family, Class II subfamily	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2K5	7	Arthropod phospholipase D family	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2K6	35	Arthropod phospholipase D family, Class II subfamily	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2K7	8	Arthropod phospholipase D family	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2K8	7	Arthropod phospholipase D family	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2K9	9	Arthropod phospholipase D family, Class II subfamily	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2L0	33	Arthropod phospholipase D family, Class II subfamily	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2L1	30	Arthropod phospholipase D family, Class I subfamily	Cytolysis;Dermonecrotic toxin;Direct protein sequencing;Disulfide bond;Hemolysis;Lipid degradation;Lipid metabolism;Lyase;Magnesium;Metal-binding;Secreted;Toxin
P0C2L4	37	Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily	Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Secreted;Toxin;Voltage-gated calcium channel impairing toxin
P0C2L5	78	Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily	Calcium channel impairing toxin;Cleavage on pair of basic residues;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated calcium channel impairing toxin
P0C2L6	79	Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily	Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated calcium channel impairing toxin
P0C2L7	37	Neurotoxin 08 (Shiva) family, 01 (omega toxin) subfamily	Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Secreted;Toxin;Voltage-gated calcium channel impairing toxin
P0C2L8	37	Neurotoxin 11 (kappa toxin) family	Calcium-activated potassium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Potassium channel impairing toxin;Secreted;Toxin
P0C2P4	32	Neurotoxin 30 (phrixotoxin) family	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Potassium channel impairing toxin;Secreted;Toxin
P0C2P5	34	Neurotoxin 10 (Hwtx-1) family, 61 (VSTX3) subfamily	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Potassium channel impairing toxin;Secreted;Toxin
P0C2S6	87	Neurotoxin 02 (plectoxin) family, 01 (Tx3) subfamily	Calcium channel impairing toxin;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated calcium channel impairing toxin
P0C2S7	93	Neurotoxin 09 (Tx3-6) family	Disulfide bond;Knottin;Neurotoxin;Secreted;Signal;Toxin
P0C2S8	100	Neurotoxin 09 (Tx3-6) family	Disulfide bond;Knottin;Neurotoxin;Secreted;Signal;Toxin
P0C2U8	26	Cationic peptide 04 (cupiennin) family, 05 subfamily	Antibiotic;Antimicrobial;Cytolysis;Direct protein sequencing;Hemolysis;Ion transport;Membrane;Neurotoxin;Secreted;Target cell membrane;Target membrane;Toxin;Transmembrane;Transport
P0C2V1	65	Neurotoxin 25 family, F7 subfamily	Disulfide bond;Neurotoxin;Secreted;Toxin
P0C2V2	65	Neurotoxin 25 family, F7 subfamily	Disulfide bond;Neurotoxin;Secreted;Toxin
P0C2X7	66	Neurotoxin 10 (Hwtx-1) family, 46 (Jztx-7/10/12) subfamily	3D-structure;Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Secreted;Signal;Toxin
P0C349	22	Conotoxin M superfamily	Amidation;Direct protein sequencing;Disulfide bond;Hydroxylation;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C350	22	Conotoxin M superfamily	Amidation;Disulfide bond;Hydroxylation;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C351	16	Conotoxin A superfamily	Acetylcholine receptor inhibiting toxin;Amidation;Direct protein sequencing;Disulfide bond;Hydroxylation;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Pyrrolidone carboxylic acid;Secreted;Toxin
P0C352	32		Amidation;Direct protein sequencing;Disulfide bond;Knottin;Neurotoxin;Secreted;Toxin
P0C424	16	Conotoxin M superfamily	Direct protein sequencing;Disulfide bond;Hydroxylation;Neurotoxin;Secreted;Toxin
P0C425	71	Conotoxin M superfamily	Amidation;Direct protein sequencing;Disulfide bond;Neurotoxin;Secreted;Signal;Toxin
P0C547	21	Three-finger toxin family, Short-chain subfamily, Orphan group XV sub-subfamily	Direct protein sequencing;Disulfide bond;Membrane;Secreted;Target cell membrane;Target membrane;Toxin
P0C552	78	Three-finger toxin family, Short-chain subfamily, Orphan group XVIII sub-subfamily	Direct protein sequencing;Disulfide bond;Neurotoxin;Postsynaptic neurotoxin;Secreted;Signal;Toxin
P0C553	79	Three-finger toxin family, Short-chain subfamily, Orphan group XVIII sub-subfamily	Direct protein sequencing;Disulfide bond;Neurotoxin;Postsynaptic neurotoxin;Secreted;Signal;Toxin
P0C554	86	Three-finger toxin family, Short-chain subfamily, Orphan group III sub-subfamily	Direct protein sequencing;Disulfide bond;Secreted;Signal;Toxin
P0C555	83	Three-finger toxin family, Short-chain subfamily, Type I alpha-neurotoxin sub-subfamily	Acetylcholine receptor inhibiting toxin;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Secreted;Signal;Toxin
P0C577	19	Peptidase S1 family, Snake venom subfamily	Blood coagulation cascade activating toxin;Calcium;Direct protein sequencing;Disulfide bond;Glycoprotein;Hemostasis impairing toxin;Hydrolase;Protease;Secreted;Serine protease;Toxin
P0C578	20	Peptidase S1 family, Snake venom subfamily	Blood coagulation cascade activating toxin;Direct protein sequencing;Glycoprotein;Hemostasis impairing toxin;Hydrolase;Protease;Secreted;Serine protease;Toxin
P0C590	19	Peptidase S1 family, Snake venom subfamily	Blood coagulation cascade activating toxin;Direct protein sequencing;Glycoprotein;Hemostasis impairing toxin;Hydrolase;Protease;Secreted;Serine protease;Toxin
P0C5B4	260	Peptidase S1 family, Snake venom subfamily	Blood coagulation cascade activating toxin;Disulfide bond;Glycoprotein;Hemostasis impairing toxin;Hydrolase;Protease;Secreted;Serine protease;Signal;Toxin;Zymogen
P0C5F0	62	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Alpha subfamily	Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated calcium channel impairing toxin;Voltage-gated sodium channel impairing toxin
P0C5F1	63	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Alpha subfamily	Calcium channel impairing toxin;Cardiotoxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated calcium channel impairing toxin;Voltage-gated sodium channel impairing toxin
P0C5F2	75		3D-structure;Calcium channel impairing toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Ryanodine-sensitive calcium-release channel impairing toxin;Secreted;Signal;Toxin
P0C5G7	14	MCD family, Mastoparan subfamily	Amidation;Antibiotic;Antimicrobial;Direct protein sequencing;Fungicide;G-protein coupled receptor impairing toxin;Immunity;Innate immunity;Mast cell degranulation;Secreted;Toxin
P0C5H1	70	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C5H2	70	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C5H3	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family	Cardiotoxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5H4	20	Three-finger toxin family, Short-chain subfamily, Type IA cytotoxin sub-subfamily	Apoptosis;Cardiotoxin;Cytolysis;Direct protein sequencing;Membrane;Myotoxin;Neurotoxin;Secreted;Target cell membrane;Target membrane;Toxin
P0C5I3	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5I4	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5I5	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5I6	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5I7	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5I8	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5I9	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5J0	85	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5J6	17	Long (3 C-C) scorpion toxin superfamily, Sodium channel inhibitor family	Direct protein sequencing;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin
P0C5J7	14	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family	Direct protein sequencing;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C5J8	17		Direct protein sequencing;Secreted;Toxin
P0C5K8	86	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Alpha subfamily	Amidation;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin;Voltage-gated sodium channel impairing toxin
P0C5S7	15	Long (4 C-C) scorpion toxin superfamily, Sodium channel inhibitor family, Beta subfamily	Direct protein sequencing;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C5X7	83	Neurotoxin 30 (phrixotoxin) family	Amidation;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Knottin;Neurotoxin;Potassium channel impairing toxin;Secreted;Signal;Toxin;Voltage-gated potassium channel impairing toxin
P0C603	47	Three-finger toxin family, Ancestral subfamily, Boigatoxin sub-subfamily	Acetylcholine receptor inhibiting toxin;Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Postsynaptic neurotoxin;Presynaptic neurotoxin;Pyrrolidone carboxylic acid;Secreted;Toxin
P0C607	75	Conotoxin I1 superfamily	Direct protein sequencing;Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Signal;Toxin
P0C608	42	Conotoxin I1 superfamily	Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin
P0C609	36	Conotoxin I1 superfamily	Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin
P0C610	43	Conotoxin I1 superfamily	Bromination;D-amino acid;Disulfide bond;Hydroxylation;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C611	46	Conotoxin I1 superfamily	Bromination;D-amino acid;Disulfide bond;Hydroxylation;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C612	38	Conotoxin I1 superfamily	Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C613	35	Conotoxin I1 superfamily	Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin
P0C614	42	Conotoxin I1 superfamily	Disulfide bond;Ion channel impairing toxin;Neurotoxin;Secreted;Toxin;Voltage-gated sodium channel impairing toxin
P0C615	32	Conotoxin I2 superfamily	3D-structure;Amidation;Direct protein sequencing;Disulfide bond;Gamma-carboxyglutamic acid;Ion channel impairing toxin;Knottin;Neurotoxin;Potassium channel impairing toxin;Secreted;Toxin;Voltage-gated potassium channel impairing toxin
P0C616	137	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily	Direct protein sequencing;Disulfide bond;Myotoxin;Secreted;Signal;Toxin
P0C636	67	Conotoxin T superfamily	Amidation;Disulfide bond;Secreted;Signal;Toxin
P0C637	64	Conotoxin T superfamily	Amidation;Disulfide bond;Secreted;Signal;Toxin
P0C638	62	Conotoxin T superfamily	Disulfide bond;Secreted;Signal;Toxin
P0C639	63	Conotoxin T superfamily	Amidation;Disulfide bond;Secreted;Signal;Toxin
P0C640	68	Conotoxin T superfamily	Disulfide bond;Secreted;Signal;Toxin
P0C641	60	Conotoxin T superfamily	Cleavage on pair of basic residues;Disulfide bond;Secreted;Signal;Toxin
P0C642	12	Conotoxin T superfamily	Amidation;Direct protein sequencing;Disulfide bond;Pyrrolidone carboxylic acid;Secreted;Toxin
P0C666	71	Conotoxin T superfamily	Amidation;Disulfide bond;Secreted;Signal;Toxin
P0C667	66	Conotoxin T superfamily	Amidation;Cleavage on pair of basic residues;Disulfide bond;Secreted;Signal;Toxin
