Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
O75462	reviewed	CRLF1_HUMAN	Cytokine receptor-like factor 1 (Cytokine-like factor 1) (CLF-1) (ZcytoR5)	CRLF1 UNQ288/PRO327	Homo sapiens (Human)	422
O75473	reviewed	LGR5_HUMAN	Leucine-rich repeat-containing G protein-coupled receptor 5 (G protein-coupled receptor 49) (G protein-coupled receptor 67) (G protein-coupled receptor HG38)	LGR5 GPR49 GPR67	Homo sapiens (Human)	907
O75487	reviewed	GPC4_HUMAN	Glypican-4 (K-glypican) [Cleaved into: Secreted glypican-4]	GPC4 UNQ474/PRO937	Homo sapiens (Human)	556
O75509	reviewed	TNR21_HUMAN	Tumor necrosis factor receptor superfamily member 21 (Death receptor 6) (CD antigen CD358)	TNFRSF21 DR6 UNQ437/PRO868	Homo sapiens (Human)	655
O75556	reviewed	SG2A1_HUMAN	Mammaglobin-B (Lacryglobin) (Lipophilin-C) (Mammaglobin-2) (Secretoglobin family 2A member 1)	SCGB2A1 LIPHC MGB2 UGB3	Homo sapiens (Human)	95
O75578	reviewed	ITA10_HUMAN	Integrin alpha-10	ITGA10 UNQ468/PRO827	Homo sapiens (Human)	1167
O75581	reviewed	LRP6_HUMAN	Low-density lipoprotein receptor-related protein 6 (LRP-6)	LRP6	Homo sapiens (Human)	1613
O75594	reviewed	PGRP1_HUMAN	Peptidoglycan recognition protein 1 (Peptidoglycan recognition protein short) (PGRP-S)	PGLYRP1 PGLYRP PGRP TNFSF3L SBBI68 UNQ639/PRO1269	Homo sapiens (Human)	196
O75610	reviewed	LFTY1_HUMAN	Left-right determination factor 1 (Left-right determination factor B) (Protein lefty-1) (Protein lefty-B)	LEFTY1 LEFTB LEFTYB UNQ278/PRO317	Homo sapiens (Human)	366
O75629	reviewed	CREG1_HUMAN	Protein CREG1 (Cellular repressor of E1A-stimulated genes 1)	CREG1 CREG UNQ727/PRO1409	Homo sapiens (Human)	220
O75631	reviewed	UPK3A_HUMAN	Uroplakin-3a (UP3a) (Uroplakin III) (UPIII)	UPK3A UPK3	Homo sapiens (Human)	287
O75636	reviewed	FCN3_HUMAN	Ficolin-3 (Collagen/fibrinogen domain-containing lectin 3 p35) (Collagen/fibrinogen domain-containing protein 3) (H-ficolin) (Hakata antigen)	FCN3 FCNH HAKA1	Homo sapiens (Human)	299
O75718	reviewed	CRTAP_HUMAN	Cartilage-associated protein	CRTAP CASP	Homo sapiens (Human)	401
O75787	reviewed	RENR_HUMAN	Renin receptor (ATPase H(+)-transporting lysosomal accessory protein 2) (ATPase H(+)-transporting lysosomal-interacting protein 2) (ER-localized type I transmembrane adapter) (Embryonic liver differentiation factor 10) (N14F) (Renin/prorenin receptor) (Vacuolar ATP synthase membrane sector-associated protein M8-9) (ATP6M8-9) (V-ATPase M8.9 subunit) [Cleaved into: Renin receptor N-terminal fragment; Renin receptor C-terminal fragment]	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072	Homo sapiens (Human)	350
O75795	reviewed	UDB17_HUMAN	UDP-glucuronosyltransferase 2B17 (UDPGT 2B17) (UGT2B17) (EC 2.4.1.17) (C19-steroid-specific UDP-glucuronosyltransferase) (C19-steroid-specific UDPGT)	UGT2B17	Homo sapiens (Human)	530
O75871	reviewed	CEAM4_HUMAN	Cell adhesion molecule CEACAM4 (Carcinoembryonic antigen CGM7) (Carcinoembryonic antigen-related cell adhesion molecule 4) (CEA cell adhesion molecule 4) (Non-specific cross-reacting antigen W236)	CEACAM4 CGM7	Homo sapiens (Human)	244
O75882	reviewed	ATRN_HUMAN	Attractin (DPPT-L) (Mahogany homolog)	ATRN KIAA0548 MGCA	Homo sapiens (Human)	1429
O75899	reviewed	GABR2_HUMAN	Gamma-aminobutyric acid type B receptor subunit 2 (GABA-B receptor 2) (GABA-B-R2) (GABA-BR2) (GABABR2) (Gb2) (G protein-coupled receptor 51) (HG20)	GABBR2 GPR51 GPRC3B	Homo sapiens (Human)	941
O75951	reviewed	LYZL6_HUMAN	Lysozyme-like protein 6 (EC 3.2.1.17)	LYZL6 LYC1 UNQ754/PRO1485	Homo sapiens (Human)	148
O75976	reviewed	CBPD_HUMAN	Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180)	CPD	Homo sapiens (Human)	1380
O76036	reviewed	NCTR1_HUMAN	Natural cytotoxicity triggering receptor 1 (Lymphocyte antigen 94 homolog) (NK cell-activating receptor) (Natural killer cell p46-related protein) (NK-p46) (NKp46) (hNKp46) (CD antigen CD335)	NCR1 LY94	Homo sapiens (Human)	304
O76061	reviewed	STC2_HUMAN	Stanniocalcin-2 (STC-2) (Stanniocalcin-related protein) (STC-related protein) (STCRP)	STC2	Homo sapiens (Human)	302
O76076	reviewed	CCN5_HUMAN	CCN family member 5 (Connective tissue growth factor-like protein) (CTGF-L) (Connective tissue growth factor-related protein 58) (WNT1-inducible-signaling pathway protein 2) (WISP-2)	CCN5 CT58 CTGFL WISP2 UNQ228/PRO261	Homo sapiens (Human)	250
O76093	reviewed	FGF18_HUMAN	Fibroblast growth factor 18 (FGF-18) (zFGF5)	FGF18 UNQ420/PRO856	Homo sapiens (Human)	207
O76095	reviewed	JTB_HUMAN	Protein JTB (Jumping translocation breakpoint protein) (Prostate androgen-regulated protein) (PAR protein)	JTB HSPC222	Homo sapiens (Human)	146
O76096	reviewed	CYTF_HUMAN	Cystatin-F (Cystatin-7) (Cystatin-like metastasis-associated protein) (CMAP) (Leukocystatin)	CST7	Homo sapiens (Human)	145
O76357	reviewed	ILYS3_CAEEL	Invertebrate-type lysozyme 3 (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase)	ilys-3 C45G7.3	Caenorhabditis elegans	139
O76368	reviewed	COL99_CAEEL	Putative cuticle collagen 99	col-99 F29C4.8	Caenorhabditis elegans	716
O76411	reviewed	SCD2_CAEEL	ALK tyrosine kinase receptor homolog scd-2 (EC 2.7.10.1) (Suppressor of constitutive dauer formation protein 2)	scd-2 T10H9.2	Caenorhabditis elegans	1421
O76745	reviewed	NP_CIMLE	Nitrophorin Cim l NP (NP) (Salivary nitrophorin) (cNP) (allergen Cim l NP)		Cimex lectularius (Bed bug) (Acanthia lectularia)	302
O76818	reviewed	PBAN_AGRIP	PBAN-type neuropeptides (Pheromone/pyrokinin biosynthesis-activating neuropeptide) [Cleaved into: Diapause hormone (DH); PBAN precursor-related peptide 1 (PBAN-PP-1); PBAN precursor-related peptide 2 (PBAN-PP-2); Alpha-subesophageal ganglion neuropeptide (Alpha-SG neuropeptide) (Alpha-SGNP); Beta-subesophageal ganglion neuropeptide (Beta-SG neuropeptide) (Beta-SGNP) (Pyrokinin-1); Pheromone biosynthesis-activating neuropeptide (Agi-PBAN) (Pyrokinin-2); Gamma-subesophageal ganglion neuropeptide (Gamma-SG neuropeptide) (Gamma-SGNP) (Pyrokinin-3); PBAN precursor-related peptide 3 (PBAN-PP-3)]		Agrotis ipsilon (Black cutworm moth)	193
O76840	reviewed	PPN1_CAEEL	Papilin (Abnormal cell migration protein 6)	mig-6 ppn-1 C37C3.6	Caenorhabditis elegans	2167
O76997	reviewed	TRK1_LYMST	Putative neurotrophin receptor LTRK 1 (EC 2.7.10.1)		Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	794
O77150	reviewed	BM02_DROME	Bomanin Short 2 (Bomanin-2) (Immune-induced peptide 2) (DIM-2)	BomS2 Bom2 IM2 CG18106	Drosophila melanogaster (Fruit fly)	45
O77277	reviewed	TORS_DROME	Torsin-like protein	Torsin torp4a CG3024	Drosophila melanogaster (Fruit fly)	340
O77469	reviewed	FBLN1_CAEEL	Fibulin-1	fbl-1 fbln1 F56H11.1	Caenorhabditis elegans	728
O77633	reviewed	ADA10_PIG	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	ADAM10	Sus scrofa (Pig)	748
O77636	reviewed	ADA17_PIG	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	ADAM17 TACE	Sus scrofa (Pig)	833
O77656	reviewed	MMP13_BOVIN	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	MMP13	Bos taurus (Bovine)	471
O77668	reviewed	OREX_PIG	Hypocretin neuropeptide precursor (Hypocretin) (Hcrt) (Orexin precursor) (Prepro-orexin) (Preprohypocretin) [Cleaved into: Orexin-A (Hypocretin-1) (Hcrt1); Orexin-B (Hypocretin-2) (Hcrt2)]	HCRT ORX OX PPOX	Sus scrofa (Pig)	131
O77698	reviewed	TRFL_BUBBU	Lactotransferrin (Lactoferrin) (EC 3.4.21.-)	LTF	Bubalus bubalis (Domestic water buffalo)	708
O77726	reviewed	ZP2_MACRA	Zona pellucida sperm-binding protein 2 (Zona pellucida glycoprotein 2) (Zp-2) (Zona pellucida protein A) [Cleaved into: Processed zona pellucida sperm-binding protein 2]	ZP2 ZPA	Macaca radiata (Bonnet macaque)	745
O77736	reviewed	TNR6_PIG	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	FAS APT1 TNFRSF6	Sus scrofa (Pig)	332
O77742	reviewed	OMD_BOVIN	Osteomodulin (Keratan sulfate proteoglycan osteomodulin) (KSPG osteomodulin) (Osteoadherin) (OSAD)	OMD	Bos taurus (Bovine)	422
O77751	reviewed	TM109_RABIT	Voltage-gated monoatomic cation channel TMEM109 (Mitsugumin-23) (Mg23) (Transmembrane protein 109)	TMEM109	Oryctolagus cuniculus (Rabbit)	243
O77763	reviewed	IFNG_EQUAS	Interferon gamma (IFN-gamma)	IFNG	Equus asinus (Donkey) (Equus africanus asinus)	166
O77801	reviewed	INSL3_BOVIN	Insulin-like 3 (Leydig insulin-like peptide) (Ley-I-L) (Relaxin-like factor) [Cleaved into: Insulin-like 3 B' chain; Insulin-like 3 B chain; Insulin-like 3 A chain]	INSL3 RLF	Bos taurus (Bovine)	132
O77811	reviewed	TRFL_HORSE	Lactotransferrin (Lactoferrin) (EC 3.4.21.-)	LTF	Equus caballus (Horse)	695
O88174	reviewed	MCP_MOUSE	Membrane cofactor protein (CD antigen CD46)	Cd46 Mcp	Mus musculus (Mouse)	365
O88182	reviewed	FGF18_RAT	Fibroblast growth factor 18 (FGF-18)	Fgf18	Rattus norvegicus (Rat)	207
O88188	reviewed	LY86_MOUSE	Lymphocyte antigen 86 (Ly-86) (Protein MD-1)	Ly86 Md1	Mus musculus (Mouse)	162
O88207	reviewed	CO5A1_MOUSE	Collagen alpha-1(V) chain	Col5a1	Mus musculus (Mouse)	1838
O88273	reviewed	GREM2_MOUSE	Gremlin-2 (Cysteine knot superfamily 1, BMP antagonist 2) (Protein related to DAN and cerberus) (PRDC)	Grem2 Cktsf1b2 Prdc	Mus musculus (Mouse)	168
O88277	reviewed	FAT2_RAT	Protocadherin Fat 2 (Multiple epidermal growth factor-like domains protein 1) (Multiple EGF-like domains protein 1)	Fat2 Fath2 Megf1	Rattus norvegicus (Rat)	4351
O88278	reviewed	CELR3_RAT	Cadherin EGF LAG seven-pass G-type receptor 3 (Multiple epidermal growth factor-like domains protein 2) (Multiple EGF-like domains protein 2)	Celsr3 Megf2	Rattus norvegicus (Rat)	3313
O88279	reviewed	SLIT1_RAT	Slit homolog 1 protein (Slit-1) (Multiple epidermal growth factor-like domains protein 4) (Multiple EGF-like domains protein 4)	Slit1 Megf4	Rattus norvegicus (Rat)	1531
O88280	reviewed	SLIT3_RAT	Slit homolog 3 protein (Slit-3) (Multiple epidermal growth factor-like domains protein 5) (Multiple EGF-like domains protein 5)	Slit3 Megf5	Rattus norvegicus (Rat)	1523
O88307	reviewed	SORL_MOUSE	Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA)	Sorl1	Mus musculus (Mouse)	2215
O88310	reviewed	ITL1A_MOUSE	Intelectin-1a (Galactofuranose-binding lectin) (Intestinal lactoferrin receptor)	Itln1 Intl Itln Itln1a Itlna	Mus musculus (Mouse)	313
O88312	reviewed	AGR2_MOUSE	Anterior gradient protein 2 homolog (AG-2) (mAG-2) (Protein Gob-4) (Secreted cement gland protein XAG-2 homolog)	Agr2 Gob4	Mus musculus (Mouse)	175
O88322	reviewed	NID2_MOUSE	Nidogen-2 (NID-2) (Entactin-2)	Nid2	Mus musculus (Mouse)	1403
O88324	reviewed	CD83_MOUSE	CD83 antigen (mCD83) (CD antigen CD83)	Cd83	Mus musculus (Mouse)	196
O88354	reviewed	LIPP_ICTTR	Pancreatic triacylglycerol lipase (PL) (PTL) (Pancreatic lipase) (EC 3.1.1.3) (Heart pancreatic lipase) (PL-h)	PNLIP PTL	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	465
O88393	reviewed	TGBR3_MOUSE	Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III)	Tgfbr3	Mus musculus (Mouse)	850
O88452	reviewed	STC2_MOUSE	Stanniocalcin-2 (STC-2)	Stc2	Mus musculus (Mouse)	296
O88488	reviewed	PTPRQ_RAT	Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.36) (EC 3.1.3.67) (EC 3.1.3.86) (EC 3.1.3.95) (Protein-tyrosine phosphatase receptor-type expressed by glomerular mesangial cells protein 1) (rPTP-GMC1) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q)	Ptprq Ptpgmc1	Rattus norvegicus (Rat)	2302
O88507	reviewed	CNTFR_MOUSE	Ciliary neurotrophic factor receptor subunit alpha (CNTF receptor subunit alpha) (CNTFR-alpha)	Cntfr	Mus musculus (Mouse)	372
O88516	reviewed	DLL3_MOUSE	Delta-like protein 3 (Drosophila Delta homolog 3) (Delta3) (M-Delta-3)	Dll3	Mus musculus (Mouse)	592
O88531	reviewed	PPT1_MOUSE	Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.2) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	Ppt1 Cln1 Ppt	Mus musculus (Mouse)	306
O88572	reviewed	LRP6_MOUSE	Low-density lipoprotein receptor-related protein 6 (LRP-6)	Lrp6	Mus musculus (Mouse)	1613
O88593	reviewed	PGRP1_MOUSE	Peptidoglycan recognition protein 1 (Cytokine tag7) (Peptidoglycan recognition protein short) (PGRP-S)	Pglyrp1 Pglyrp Pgrp Pgrps Tag7	Mus musculus (Mouse)	182
O88632	reviewed	SEM3F_MOUSE	Semaphorin-3F (Semaphorin IV) (Sema IV)	Sema3f	Mus musculus (Mouse)	785
O88634	reviewed	PAR4_MOUSE	Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3)	F2rl3 Par4	Mus musculus (Mouse)	396
O88668	reviewed	CREG1_MOUSE	Protein CREG1 (Cellular repressor of E1A-stimulated genes 1)	Creg1 Creg	Mus musculus (Mouse)	220
O88671	reviewed	DLL3_RAT	Delta-like protein 3 (Drosophila Delta homolog 3) (Delta3)	Dll3	Rattus norvegicus (Rat)	589
O88689	reviewed	PCDA4_MOUSE	Protocadherin alpha-4 (PCDH-alpha-4)	Pcdha4 Cnr1	Mus musculus (Mouse)	947
O88766	reviewed	MMP8_RAT	Neutrophil collagenase (EC 3.4.24.34) (Matrix metalloproteinase-8) (MMP-8)	Mmp8	Rattus norvegicus (Rat)	466
O88775	reviewed	EMB_RAT	Embigin	Emb Gp70	Rattus norvegicus (Rat)	328
O88780	reviewed	KLK8_RAT	Kallikrein-8 (EC 3.4.21.118) (Brain serine protease 1) (Neuropsin) (NP) (Serine protease 19)	Klk8 Bsp1 Nrpn Prss19	Rattus norvegicus (Rat)	260
O88783	reviewed	FA5_MOUSE	Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]	F5	Mus musculus (Mouse)	2183
O88786	reviewed	I13R2_MOUSE	Interleukin-13 receptor subunit alpha-2 (IL-13 receptor subunit alpha-2) (IL-13R subunit alpha-2) (IL-13R-alpha-2) (IL-13RA2) (CD antigen CD213a2)	Il13ra2	Mus musculus (Mouse)	383
O88792	reviewed	JAM1_MOUSE	Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (CD antigen CD321)	F11r Jam1 Jcam Jcam1	Mus musculus (Mouse)	300
O88799	reviewed	ZAN_MOUSE	Zonadhesin	Zan	Mus musculus (Mouse)	5376
O88824	reviewed	JTB_MOUSE	Protein JTB	Jtb Gm622	Mus musculus (Mouse)	146
O88839	reviewed	ADA15_MOUSE	Disintegrin and metalloproteinase domain-containing protein 15 (ADAM 15) (EC 3.4.24.-) (AD56) (Metalloprotease RGD disintegrin protein) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15) (MDC-15) (Metargidin)	Adam15 Mdc15	Mus musculus (Mouse)	864
O88871	reviewed	GABR2_RAT	Gamma-aminobutyric acid type B receptor subunit 2 (GABA-B receptor 2) (GABA-B-R2) (GABA-BR2) (GABABR2) (Gb2) (G protein-coupled receptor 51)	Gabbr2 Gpr51	Rattus norvegicus (Rat)	940
O88875	reviewed	BY55_MOUSE	CD160 antigen (Natural killer cell receptor BY55) (CD antigen CD160) [Cleaved into: CD160 antigen, soluble form]	Cd160 By55	Mus musculus (Mouse)	185
O88917	reviewed	AGRL1_RAT	Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1)	Adgrl1 Cirl Cirl1 Cl1 Lphn1	Rattus norvegicus (Rat)	1515
O88923	reviewed	AGRL2_RAT	Adhesion G protein-coupled receptor L2 (Calcium-independent alpha-latrotoxin receptor 2) (CIRL-2) (Latrophilin-2)	Adgrl2 Cirl2 Cl2 Lphn2	Rattus norvegicus (Rat)	1487
O88947	reviewed	FA10_MOUSE	Coagulation factor X (EC 3.4.21.6) (Stuart factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]	F10	Mus musculus (Mouse)	481
O88992	reviewed	C1QRF_MOUSE	C1q-related factor (C1q and tumor necrosis factor-related protein 14) (C1q/TNF-related protein 14) (CTRP14) (Complement component 1 Q subcomponent-like 1)	C1ql1 C1qrf Crf Ctrp14	Mus musculus (Mouse)	258
O88998	reviewed	NOE1_MOUSE	Noelin (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1) (Pancortin)	Olfm1 Noe1 Noel Noel1	Mus musculus (Mouse)	485
O89001	reviewed	CBPD_MOUSE	Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180)	Cpd	Mus musculus (Mouse)	1377
O89017	reviewed	LGMN_MOUSE	Legumain (EC 3.4.22.34) (Protease, cysteine 1)	Lgmn Prsc1	Mus musculus (Mouse)	435
O89020	reviewed	AFAM_MOUSE	Afamin (Alpha-albumin) (Alpha-Alb)	Afm	Mus musculus (Mouse)	608
O89023	reviewed	TPP1_MOUSE	Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I)	Tpp1 Cln2	Mus musculus (Mouse)	562
O89026	reviewed	ROBO1_MOUSE	Roundabout homolog 1	Robo1 Dutt1	Mus musculus (Mouse)	1612
O89093	reviewed	CCL20_MOUSE	C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (CC chemokine ST38) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20)	Ccl20 Larc Scya20	Mus musculus (Mouse)	97
O89098	reviewed	CYTF_MOUSE	Cystatin-F (Cystatin-7) (Cystatin-like metastasis-associated protein) (CMAP) (Leukocystatin)	Cst7	Mus musculus (Mouse)	144
O89101	reviewed	FGF18_MOUSE	Fibroblast growth factor 18 (FGF-18) (zFGF5)	Fgf18	Mus musculus (Mouse)	207
O89103	reviewed	C1QR1_MOUSE	Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR(p)) (C1qRp) (Cell surface antigen AA4) (Complement component 1 q subcomponent receptor 1) (Lymphocyte antigen 68) (Ly-68) (CD antigen CD93)	Cd93 Aa4 C1qr1 C1qrp Ly68	Mus musculus (Mouse)	644
O89107	reviewed	DNSL3_RAT	Deoxyribonuclease gamma (DNase gamma) (EC 3.1.21.-) (DNaseY) (Deoxyribonuclease I-like 3) (DNase I-like 3)	Dnase1l3	Rattus norvegicus (Rat)	310
O93274	reviewed	FZD8_XENLA	Frizzled-8 (Fz-8) (Xfz8)	fzd8 fz8	Xenopus laevis (African clawed frog)	581
O93279	reviewed	A4_TAKRU	Amyloid-beta A4 protein (ABPP) (APP) (Alzheimer disease amyloid A4 protein homolog) (Amyloid precursor protein) (Amyloid-beta precursor protein) [Cleaved into: Amyloid-beta protein (A-beta) (APP-beta)]	app	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	737
O93364	reviewed	OXLA_CROAD	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2)		Crotalus adamanteus (Eastern diamondback rattlesnake)	516
O93430	reviewed	GLRA1_DANRE	Glycine receptor subunit alphaZ1	glra1	Danio rerio (Zebrafish) (Brachydanio rerio)	444
O93523	reviewed	VM3BP_BOTJA	Zinc metalloproteinase-disintegrin-like bothropasin (EC 3.4.24.49) (Snake venom metalloproteinase) (SVMP) [Cleaved into: Disintegrin-like bothropasin]		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	610
O94769	reviewed	ECM2_HUMAN	Extracellular matrix protein 2 (Matrix glycoprotein SC1/ECM2)	ECM2	Homo sapiens (Human)	699
O94779	reviewed	CNTN5_HUMAN	Contactin-5 (Neural recognition molecule NB-2) (hNB-2)	CNTN5	Homo sapiens (Human)	1100
O94813	reviewed	SLIT2_HUMAN	Slit homolog 2 protein (Slit-2) [Cleaved into: Slit homolog 2 protein N-product; Slit homolog 2 protein C-product]	SLIT2 SLIL3	Homo sapiens (Human)	1529
O94856	reviewed	NFASC_HUMAN	Neurofascin	NFASC KIAA0756	Homo sapiens (Human)	1347
O94898	reviewed	LRIG2_HUMAN	Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2)	LRIG2 KIAA0806 LIG2	Homo sapiens (Human)	1065
O94907	reviewed	DKK1_HUMAN	Dickkopf-related protein 1 (Dickkopf-1) (Dkk-1) (hDkk-1) (SK)	DKK1 UNQ492/PRO1008	Homo sapiens (Human)	266
O94910	reviewed	AGRL1_HUMAN	Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1) (Lectomedin-2)	ADGRL1 KIAA0821 LEC2 LPHN1	Homo sapiens (Human)	1474
O94919	reviewed	ENDD1_HUMAN	Endonuclease domain-containing 1 protein (EC 3.1.30.-)	ENDOD1 KIAA0830	Homo sapiens (Human)	500
O94933	reviewed	SLIK3_HUMAN	SLIT and NTRK-like protein 3	SLITRK3 KIAA0848	Homo sapiens (Human)	977
O94985	reviewed	CSTN1_HUMAN	Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]	CLSTN1 CS1 KIAA0911	Homo sapiens (Human)	981
O94991	reviewed	SLIK5_HUMAN	SLIT and NTRK-like protein 5 (Leucine-rich repeat-containing protein 11)	SLITRK5 KIAA0918 LRRC11	Homo sapiens (Human)	958
O95185	reviewed	UNC5C_HUMAN	Netrin receptor UNC5C (Protein unc-5 homolog 3) (Protein unc-5 homolog C)	UNC5C UNC5H3	Homo sapiens (Human)	931
O95196	reviewed	CSPG5_HUMAN	Chondroitin sulfate proteoglycan 5 (Acidic leucine-rich EGF-like domain-containing brain protein) (Neuroglycan C)	CSPG5 CALEB NGC	Homo sapiens (Human)	566
O95206	reviewed	PCDH8_HUMAN	Protocadherin-8 (Arcadlin)	PCDH8	Homo sapiens (Human)	1070
O95256	reviewed	I18RA_HUMAN	Interleukin-18 receptor accessory protein (IL-18 receptor accessory protein) (IL-18RAcP) (EC 3.2.2.6) (Accessory protein-like) (AcPL) (CD218 antigen-like family member B) (CDw218b) (IL-1R accessory protein-like) (IL-1RAcPL) (Interleukin-1 receptor 7) (IL-1R-7) (IL-1R7) (Interleukin-18 receptor accessory protein-like) (Interleukin-18 receptor beta) (IL-18R-beta) (IL-18Rbeta) (CD antigen CD218b)	IL18RAP IL1R7	Homo sapiens (Human)	599
O95264	reviewed	5HT3B_HUMAN	5-hydroxytryptamine receptor 3B (5-HT3-B) (5-HT3B) (Serotonin receptor 3B)	HTR3B	Homo sapiens (Human)	441
O95274	reviewed	LYPD3_HUMAN	Ly6/PLAUR domain-containing protein 3 (GPI-anchored metastasis-associated protein C4.4A homolog) (Matrigel-induced gene C4 protein) (MIG-C4)	LYPD3 C4.4A UNQ491/PRO1007	Homo sapiens (Human)	346
O95297	reviewed	MPZL1_HUMAN	Myelin protein zero-like protein 1 (Protein zero-related)	MPZL1 PZR UNQ849/PRO1787	Homo sapiens (Human)	269
O95302	reviewed	FKBP9_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP9 (PPIase FKBP9) (EC 5.2.1.8) (63 kDa FK506-binding protein) (63 kDa FKBP) (FKBP-63) (FK506-binding protein 9) (FKBP-9) (Rotamase)	FKBP9 FKBP60 FKBP63	Homo sapiens (Human)	570
O95388	reviewed	CCN4_HUMAN	CCN family member 4 (WNT1-inducible-signaling pathway protein 1) (WISP-1) (Wnt-1-induced secreted protein)	CCN4 WISP1	Homo sapiens (Human)	367
O95389	reviewed	CCN6_HUMAN	Cellular communication network factor 6 (CCN family member 6) (WNT1-inducible-signaling pathway protein 3) (WISP-3)	CCN6 WISP3 UNQ462/PRO790/PRO956	Homo sapiens (Human)	354
O95390	reviewed	GDF11_HUMAN	Growth/differentiation factor 11 (GDF-11) (Bone morphogenetic protein 11) (BMP-11)	GDF11 BMP11	Homo sapiens (Human)	407
