Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P56563	reviewed	LMIP_MOUSE	Lens fiber membrane intrinsic protein (MP17) (MP18) (MP19) (MP20)	Lim2	Mus musculus (Mouse)	173
P56564	reviewed	EAA1_MOUSE	Excitatory amino acid transporter 1 (Glial high affinity glutamate transporter) (High-affinity neuronal glutamate transporter) (GluT-1) (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1) (Solute carrier family 1 member 3)	Slc1a3 Eaat1 Gmt1	Mus musculus (Mouse)	543
P56565	reviewed	S10A1_MOUSE	Protein S100-A1 (S-100 protein alpha chain) (S-100 protein subunit alpha) (S100 calcium-binding protein A1)	S100a1	Mus musculus (Mouse)	94
P56570	reviewed	IF4E5_CAEEL	Eukaryotic translation initiation factor 4E-5 (eIF-4E-5) (eIF4E-5) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	ife-5 Y57A10A.30	Caenorhabditis elegans	201
P56574	reviewed	IDHP_RAT	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	Idh2	Rattus norvegicus (Rat)	452
P56581	reviewed	TDG_MOUSE	G/T mismatch-specific thymine DNA glycosylase (EC 3.2.2.29) (C-JUN leucine zipper interactive protein JZA-3) (Thymine-DNA glycosylase)	Tdg	Mus musculus (Mouse)	421
P56587	reviewed	TERT_APIME	Tertiapin (TPN)		Apis mellifera (Honeybee)	21
P56589	reviewed	PEX3_HUMAN	Peroxisomal biogenesis factor 3 (Peroxin-3) (Peroxisomal assembly protein PEX3)	PEX3	Homo sapiens (Human)	373
P56590	reviewed	CP1A1_CANLF	Cytochrome P450 1A1 (EC 1.14.14.1) (CYPIA1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (DAH1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	CYP1A1	Canis lupus familiaris (Dog) (Canis familiaris)	524
P56591	reviewed	CP1A1_SHEEP	Cytochrome P450 1A1 (EC 1.14.14.1) (CYPIA1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (Cytochrome P4501A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	CYP1A1	Ovis aries (Sheep)	519
P56592	reviewed	CP1A2_CANLF	Cytochrome P450 1A2 (EC 1.14.14.1) (CYPIA2) (Cholesterol 25-hydroxylase) (Cytochrome P450-D2) (DAH2) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	CYP1A2	Canis lupus familiaris (Dog) (Canis familiaris)	512
P56593	reviewed	CP2AC_MOUSE	Cytochrome P450 2A12 (EC 1.14.14.1) (CYPIIA12) (Steroid hormones 7-alpha-hydroxylase) (Testosterone 7-alpha-hydroxylase)	Cyp2a12	Mus musculus (Mouse)	492
P56597	reviewed	NDK5_HUMAN	Nucleoside diphosphate kinase 5 (NDK5) (Inhibitor of p53-induced apoptosis-beta) (IPIA-beta) (Putative 3'-5'-DNA exonuclease NDK5) (EC 3.1.11.-) (Radial spoke head protein 23 homolog) (Testis-specific nm23 homolog) (nm23-H5)	NME5 RSPH23	Homo sapiens (Human)	212
P56603	reviewed	SCAM1_RAT	Secretory carrier-associated membrane protein 1 (Secretory carrier membrane protein 1) (SCAMP 37)	Scamp1 Scamp	Rattus norvegicus (Rat)	338
P56627	reviewed	AQP9_RAT	Aquaporin-9 (AQP-9) (Aquaglyceroporin-9)	Aqp9 Aqp9l	Rattus norvegicus (Rat)	295
P56634	reviewed	AMY_TENMO	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)		Tenebrio molitor (Yellow mealworm beetle)	471
P56645	reviewed	PER3_HUMAN	Period circadian protein homolog 3 (hPER3) (Cell growth-inhibiting gene 13 protein) (Circadian clock protein PERIOD 3)	PER3 GIG13	Homo sapiens (Human)	1201
P56658	reviewed	ADA_BOVIN	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	ADA	Bos taurus (Bovine)	363
P56671	reviewed	MAZ_MOUSE	Myc-associated zinc finger protein (MAZI) (Pur-1) (Purine-binding transcription factor)	Maz	Mus musculus (Mouse)	477
P56677	reviewed	ST14_MOUSE	Suppressor of tumorigenicity 14 protein homolog (EC 3.4.21.109) (Epithin) (Serine protease 14)	St14 Prss14	Mus musculus (Mouse)	855
P56692	reviewed	HBB_HEMAK	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain)	HBB	Hemitrygon akajei (Red stingray) (Dasyatis akajei)	142
P56693	reviewed	SOX10_HUMAN	Transcription factor SOX-10	SOX10	Homo sapiens (Human)	466
P56695	reviewed	WFS1_MOUSE	Wolframin	Wfs1	Mus musculus (Mouse)	890
P56696	reviewed	KCNQ4_HUMAN	Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4)	KCNQ4	Homo sapiens (Human)	695
P56715	reviewed	RP1_HUMAN	Oxygen-regulated protein 1 (Retinitis pigmentosa 1 protein) (Retinitis pigmentosa RP1 protein)	RP1 ORP1	Homo sapiens (Human)	2156
P56716	reviewed	RP1_MOUSE	Oxygen-regulated protein 1 (Retinitis pigmentosa RP1 protein homolog)	Rp1 Orp1 Rp1h	Mus musculus (Mouse)	2095
P56718	reviewed	OX1R_RAT	Orexin/Hypocretin receptor type 1 (Hypocretin receptor type 1) (Orexin receptor type 1) (Ox-1-R) (Ox1-R) (Ox1R)	Hcrtr1	Rattus norvegicus (Rat)	416
P56719	reviewed	OX2R_RAT	Orexin receptor type 2 (Ox-2-R) (Ox2-R) (Ox2R) (Hypocretin receptor type 2)	Hcrtr2	Rattus norvegicus (Rat)	460
P56720	reviewed	SRBP1_RAT	Sterol regulatory element-binding protein 1 (SREBP-1) (Adipocyte determination- and differentiation-dependent factor 1) (ADD1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1 (Transcription factor SREBF1)]	Srebf1 Srebp1	Rattus norvegicus (Rat)	1134
P56721	reviewed	COLL_DROME	Transcription factor collier (Transcription factor knot)	kn col CG10197	Drosophila melanogaster (Fruit fly)	575
P56729	reviewed	SUIS_PIG	Sucrase-isomaltase, intestinal [Cleaved into: Sucrase (EC 3.2.1.48); Isomaltase (EC 3.2.1.10)]	SI	Sus scrofa (Pig)	1827
P56741	reviewed	MYPC_RAT	Myosin-binding protein C, cardiac-type (Cardiac MyBP-C) (C-protein, cardiac muscle isoform)	Mybpc3	Rattus norvegicus (Rat)	1274
P56745	reviewed	CLD1_RAT	Claudin-1	Cldn1	Rattus norvegicus (Rat)	211
P56746	reviewed	CLD15_HUMAN	Claudin-15	CLDN15	Homo sapiens (Human)	228
P56747	reviewed	CLD6_HUMAN	Claudin-6 (Skullin)	CLDN6 UNQ757/PRO1488	Homo sapiens (Human)	220
P56748	reviewed	CLD8_HUMAN	Claudin-8	CLDN8 UNQ779/PRO1573	Homo sapiens (Human)	225
P56750	reviewed	CLD17_HUMAN	Claudin-17	CLDN17 UNQ758/PRO1489	Homo sapiens (Human)	224
P56830	reviewed	IFNT2_BOVIN	Interferon tau-2 (IFN-tau-2) (Antiluteolysin) (Trophoblast antiluteolytic protein) (Trophoblast protein 1) (TP-1) (Trophoblastin)	IFNT2	Bos taurus (Bovine)	172
P56831	reviewed	IFNT3_BOVIN	Interferon tau-3 (IFN-tau-3) (Antiluteolysin) (Trophoblast antiluteolytic protein) (Trophoblast protein 1) (TP-1) (Trophoblastin)	IFNT3	Bos taurus (Bovine)	172
P56839	reviewed	PEPM_MYTED	Phosphoenolpyruvate phosphomutase (PEP mutase) (PEP phosphomutase) (Phosphoenolpyruvate mutase) (EC 5.4.2.9)		Mytilus edulis (Blue mussel)	295
P56855	reviewed	TX1_STRGF	Kappa-theraphotoxin-Scg1a (Kappa-TRTX-Scg1a) (SGTx1) (SGTx) (SgTx-I)		Stromatopelma calceatum griseipes (Feather leg baboon tarantula) (Scodra griseipes)	34
P56856	reviewed	CLD18_HUMAN	Claudin-18	CLDN18 UNQ778/PRO1572	Homo sapiens (Human)	261
P56857	reviewed	CLD18_MOUSE	Claudin-18	Cldn18	Mus musculus (Mouse)	264
P56880	reviewed	CLD20_HUMAN	Claudin-20	CLDN20	Homo sapiens (Human)	219
P56915	reviewed	GSC_HUMAN	Homeobox protein goosecoid	GSC	Homo sapiens (Human)	257
P56917	reviewed	TPA_RANTE	Temporin-1Ta (TA) (Temporin-A)		Rana temporaria (European common frog)	13
P56931	reviewed	E2F2_MOUSE	Transcription factor E2F2 (E2F-2)	E2f2	Mus musculus (Mouse)	443
P56937	reviewed	DHB7_HUMAN	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (17-beta-hydroxysteroid dehydrogenase 7) (17-beta-HSD 7) (3-keto-steroid reductase) (EC 1.1.1.270) (Dihydrotestosterone oxidoreductase) (EC 1.1.1.210) (Estradiol 17-beta-dehydrogenase 7) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 37C member 1)	HSD17B7 17HSD7 SDR37C1 UNQ2563/PRO6243	Homo sapiens (Human)	341
P56945	reviewed	BCAR1_HUMAN	Breast cancer anti-estrogen resistance protein 1 (CRK-associated substrate) (Cas scaffolding protein family member 1) (p130cas)	BCAR1 CAS CASS1 CRKAS	Homo sapiens (Human)	870
P56950	reviewed	MDM2_CANLF	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Cdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	MDM2	Canis lupus familiaris (Dog) (Canis familiaris)	487
P56951	reviewed	MDM2_HORSE	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Edm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	MDM2	Equus caballus (Horse)	491
P56959	reviewed	FUS_MOUSE	RNA-binding protein FUS (Protein pigpen)	Fus	Mus musculus (Mouse)	518
P56960	reviewed	EXOSX_MOUSE	Exosome complex component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2 homolog) (Polymyositis/scleroderma autoantigen 2 homolog)	Exosc10 Pmscl2	Mus musculus (Mouse)	887
P56962	reviewed	STX17_HUMAN	Syntaxin-17	STX17	Homo sapiens (Human)	302
P56965	reviewed	DDAH1_BOVIN	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)	DDAH1	Bos taurus (Bovine)	285
P56966	reviewed	GGPPS_BOVIN	Geranylgeranyl pyrophosphate synthase (GGPP synthase) (GGPPSase) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranylgeranyl diphosphate synthase) (Geranyltranstransferase) (EC 2.5.1.10)	GGPS1	Bos taurus (Bovine)	300
P56971	reviewed	CNR1_TAEGU	Cannabinoid receptor 1 (CB-R) (CB1)	CNR1	Taeniopygia guttata (Zebra finch) (Poephila guttata)	473
P56974	reviewed	NRG2_MOUSE	Pro-neuregulin-2, membrane-bound isoform (Pro-NRG2) [Cleaved into: Neuregulin-2 (NRG-2) (Divergent of neuregulin 1) (DON-1)]	Nrg2	Mus musculus (Mouse)	756
P56975	reviewed	NRG3_HUMAN	Pro-neuregulin-3, membrane-bound isoform (Pro-NRG3) [Cleaved into: Neuregulin-3 (NRG-3)]	NRG3	Homo sapiens (Human)	720
P57044	reviewed	ILK_CAVPO	Scaffold protein ILK (ILK-1) (ILK-2) (Inactive integrin-linked kinase) (p59ILK)	ILK ILK1 ILK2	Cavia porcellus (Guinea pig)	451
P57052	reviewed	RBM11_HUMAN	Splicing regulator RBM11 (RNA-binding motif protein 11)	RBM11	Homo sapiens (Human)	281
P57053	reviewed	H2BFS_HUMAN	Histone H2B type F-S (H2B-clustered histone 12 like) (H2B.S histone 1) (Histone H2B.s) (H2B/s)	H2BC12L H2BFS H2BS1	Homo sapiens (Human)	126
P57054	reviewed	PIGP_HUMAN	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P (Down syndrome critical region protein 5) (Down syndrome critical region protein C) (Phosphatidylinositol-glycan biosynthesis class P protein) (PIG-P)	PIGP DCRC DSCR5 DSCRC NPD010	Homo sapiens (Human)	158
P57055	reviewed	DSCR6_HUMAN	Protein ripply3 (Down syndrome critical region protein 6)	RIPPLY3 DSCR6	Homo sapiens (Human)	190
P57057	reviewed	G6PT2_HUMAN	Glucose-6-phosphate exchanger SLC37A1 (Glycerol-3-phosphate permease) (G-3-P permease) (Solute carrier family 37 member 1)	SLC37A1 G3PP	Homo sapiens (Human)	533
P57059	reviewed	SIK1_HUMAN	Serine/threonine-protein kinase SIK1 (EC 2.7.11.1) (Salt-inducible kinase 1) (SIK-1) (Serine/threonine-protein kinase SNF1-like kinase 1) (Serine/threonine-protein kinase SNF1LK)	SIK1 SIK SNF1LK	Homo sapiens (Human)	783
P57071	reviewed	PRD15_HUMAN	PR domain zinc finger protein 15 (EC 2.1.1.-) (PR domain-containing protein 15) (Zinc finger protein 298)	PRDM15 C21orf83 ZNF298	Homo sapiens (Human)	1141
P57073	reviewed	SOX8_HUMAN	Transcription factor SOX-8	SOX8	Homo sapiens (Human)	446
P57075	reviewed	UBS3A_HUMAN	Ubiquitin-associated and SH3 domain-containing protein A (Cbl-interacting protein 4) (CLIP4) (Suppressor of T-cell receptor signaling 2) (STS-2) (T-cell ubiquitin ligand 1) (TULA-1)	UBASH3A STS2	Homo sapiens (Human)	661
P57076	reviewed	CF298_HUMAN	Cilia- and flagella-associated protein 298 (Protein kurly homolog)	CFAP298 C21orf48 C21orf59	Homo sapiens (Human)	290
P57078	reviewed	RIPK4_HUMAN	Receptor-interacting serine/threonine-protein kinase 4 (EC 2.7.11.1) (Ankyrin repeat domain-containing protein 3) (PKC-delta-interacting protein kinase)	RIPK4 ANKRD3 DIK	Homo sapiens (Human)	832
P57080	reviewed	UBP25_MOUSE	Ubiquitin carboxyl-terminal hydrolase 25 (EC 3.4.19.12) (Deubiquitinating enzyme 25) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25) (mUSP25)	Usp25	Mus musculus (Mouse)	1055
P57081	reviewed	WDR4_HUMAN	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 (Protein Wuho homolog) (hWH) (WD repeat-containing protein 4)	WDR4	Homo sapiens (Human)	412
P57082	reviewed	TBX4_HUMAN	T-box transcription factor TBX4 (T-box protein 4)	TBX4	Homo sapiens (Human)	545
P57086	reviewed	SCND1_HUMAN	SCAN domain-containing protein 1	SCAND1 SDP1	Homo sapiens (Human)	179
P57088	reviewed	TMM33_HUMAN	Transmembrane protein 33 (Protein DB83) (SHINC-3)	TMEM33 DB83	Homo sapiens (Human)	247
P57093	reviewed	PAHX_RAT	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	Phyh	Rattus norvegicus (Rat)	338
P57094	reviewed	AXIN1_DANRE	Axin-1 (Axis inhibition protein 1)	axin1 axin	Danio rerio (Zebrafish) (Brachydanio rerio)	835
P57095	reviewed	AXIN2_DANRE	Axin-2 (Axis inhibition protein 2)	axin2	Danio rerio (Zebrafish) (Brachydanio rerio)	812
P57102	reviewed	HAND2_DANRE	Heart- and neural crest derivatives-expressed protein 2 (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND)	hand2 dhand	Danio rerio (Zebrafish) (Brachydanio rerio)	208
P57104	reviewed	TPL_RANTE	Temporin-1Tl (TL) (Temporin-L)		Rana temporaria (European common frog)	13
P57105	reviewed	SYJ2B_HUMAN	Synaptojanin-2-binding protein (Mitochondrial outer membrane protein 25)	SYNJ2BP OMP25	Homo sapiens (Human)	145
P57113	reviewed	MAAI_RAT	Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18)	Gstz1	Rattus norvegicus (Rat)	216
P57678	reviewed	GEMI4_HUMAN	Gem-associated protein 4 (Gemin-4) (Component of gems 4) (p97)	GEMIN4	Homo sapiens (Human)	1058
P57679	reviewed	EVC_HUMAN	EvC complex member EVC (DWF-1) (Ellis-van Creveld syndrome protein)	EVC	Homo sapiens (Human)	992
P57680	reviewed	EVC_MOUSE	EvC complex member EVC (Ellis-van Creveld syndrome protein homolog)	Evc	Mus musculus (Mouse)	1005
P57682	reviewed	KLF3_HUMAN	Krueppel-like factor 3 (Basic krueppel-like factor) (CACCC-box-binding protein BKLF) (TEF-2)	KLF3 BKLF	Homo sapiens (Human)	345
P57709	reviewed	AT2C1_BOVIN	Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1)	ATP2C1 SPCA	Bos taurus (Bovine)	953
P57717	reviewed	ESR1_DANRE	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	esr1 esr nr3a1	Danio rerio (Zebrafish) (Brachydanio rerio)	569
P57721	reviewed	PCBP3_HUMAN	Poly(rC)-binding protein 3 (Alpha-CP3) (PCBP3-overlapping transcript) (PCBP3-overlapping transcript 1)	PCBP3 PCBP3-OT1 PCBP3OT	Homo sapiens (Human)	371
P57725	reviewed	SAMN1_MOUSE	SAM domain-containing protein SAMSN-1 (SAM domain, SH3 domain and nuclear localization signals protein 1) (SH3 protein expressed in lymphocytes 2) (SH3-lymphocyte protein 2) (SLy2)	Samsn1	Mus musculus (Mouse)	372
P57727	reviewed	TMPS3_HUMAN	Transmembrane protease serine 3 (EC 3.4.21.-) (Serine protease TADG-12) (Tumor-associated differentially-expressed gene 12 protein)	TMPRSS3 ECHOS1 TADG12 UNQ323/PRO382	Homo sapiens (Human)	454
P57729	reviewed	RAB38_HUMAN	Ras-related protein Rab-38 (EC 3.6.5.2) (Melanoma antigen NY-MEL-1)	RAB38	Homo sapiens (Human)	211
P57735	reviewed	RAB25_HUMAN	Ras-related protein Rab-25 (EC 3.6.5.2) (CATX-8)	RAB25 CATX8	Homo sapiens (Human)	213
P57737	reviewed	CORO7_HUMAN	Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen homolog)	CORO7	Homo sapiens (Human)	925
P57738	reviewed	TCTA_HUMAN	T-cell leukemia translocation-altered gene protein (T-cell leukemia translocation-associated gene protein)	TCTA	Homo sapiens (Human)	103
P57739	reviewed	CLD2_HUMAN	Claudin-2 (SP82)	CLDN2 PSEC0059 SP82 UNQ705/PRO1356	Homo sapiens (Human)	230
P57740	reviewed	NU107_HUMAN	Nuclear pore complex protein Nup107 (107 kDa nucleoporin) (Nucleoporin Nup107)	NUP107	Homo sapiens (Human)	925
P57760	reviewed	STK16_RAT	Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2)	Stk16 Mpsk1 Tsf1	Rattus norvegicus (Rat)	305
P57761	reviewed	PCNA_CRIGR	DNA sliding clamp PCNA (Proliferating cell nuclear antigen) (PCNA)	PCNA	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	261
P57764	reviewed	GSDMD_HUMAN	Gasdermin-D (Gasdermin domain-containing protein 1) [Cleaved into: Gasdermin-D, N-terminal (GSDMD-NT) (hGSDMD-NTD); Gasdermin-D, C-terminal (GSDMD-CT) (hGSDMD-CTD); Gasdermin-D, p13 (Gasdermin-D, 13 kDa) (13 kDa GSDMD); Gasdermin-D, p40]	GSDMD DFNA5L GSDMDC1 FKSG10	Homo sapiens (Human)	484
P57768	reviewed	SNX16_HUMAN	Sorting nexin-16	SNX16	Homo sapiens (Human)	344
P57769	reviewed	SNX16_RAT	Sorting nexin-16	Snx16	Rattus norvegicus (Rat)	344
P57771	reviewed	RGS8_HUMAN	Regulator of G protein signaling 8 (RGS8)	RGS8	Homo sapiens (Human)	180
P57772	reviewed	SELB_HUMAN	Selenocysteine-specific elongation factor (EC 3.6.5.-) (Elongation factor sec) (Eukaryotic elongation factor, selenocysteine-tRNA-specific)	EEFSEC SELB	Homo sapiens (Human)	596
P57776	reviewed	EF1D_MOUSE	Elongation factor 1-delta (EF-1-delta)	Eef1d	Mus musculus (Mouse)	281
P57780	reviewed	ACTN4_MOUSE	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	Actn4	Mus musculus (Mouse)	912
P57786	reviewed	TAU_MACMU	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	MAPT TAU	Macaca mulatta (Rhesus macaque)	459
P57787	reviewed	MOT4_MOUSE	Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3)	Slc16a3 Mct4	Mus musculus (Mouse)	470
P57789	reviewed	KCNKA_HUMAN	Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit)	KCNK10 TREK2	Homo sapiens (Human)	538
P57790	reviewed	KEAP1_RAT	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2)	Keap1 Inrf2	Rattus norvegicus (Rat)	624
P57791	reviewed	FACE2_MOUSE	CAAX prenyl protease 2 (EC 3.4.26.1) (Farnesylated proteins-converting enzyme 2) (FACE-2) (Prenyl protein-specific endoprotease 2) (RCE1 homolog)	Rce1 Face2 Rce1a	Mus musculus (Mouse)	329
P57796	reviewed	CABP4_HUMAN	Calcium-binding protein 4 (CaBP4)	CABP4	Homo sapiens (Human)	275
P57797	reviewed	PPARG_CRIGR	Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3)	PPARG NR1C3	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	475
P58004	reviewed	SESN2_HUMAN	Sestrin-2 (EC 1.11.1.-) (Hypoxia-induced gene)	SESN2 Hi95 SEST2	Homo sapiens (Human)	480
P58005	reviewed	SESN3_HUMAN	Sestrin-3 (EC 1.11.1.-)	SESN3 SEST3	Homo sapiens (Human)	492
P58006	reviewed	SESN1_MOUSE	Sestrin-1 (EC 1.11.1.-)	Sesn1 Pa26 Sest1	Mus musculus (Mouse)	492
P58012	reviewed	FOXL2_HUMAN	Forkhead box protein L2	FOXL2	Homo sapiens (Human)	376
P58027	reviewed	AOFA_CANLF	Amine oxidase [flavin-containing] A (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	MAOA	Canis lupus familiaris (Dog) (Canis familiaris)	527
P58028	reviewed	AOFB_CAVPO	Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B)	MAOB	Cavia porcellus (Guinea pig)	520
P58043	reviewed	SESN2_MOUSE	Sestrin-2 (EC 1.11.1.-)	Sesn2	Mus musculus (Mouse)	480
P58044	reviewed	IDI1_MOUSE	Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1)	Idi1	Mus musculus (Mouse)	227
P58107	reviewed	EPIPL_HUMAN	Epiplakin (450 kDa epidermal antigen)	EPPK1 EPIPL	Homo sapiens (Human)	5088
P58126	reviewed	KCNQ3_BOVIN	Potassium voltage-gated channel subfamily KQT member 3 (KQT-like 3) (Potassium channel subunit alpha KvLQT3) (Voltage-gated potassium channel subunit Kv7.3)	KCNQ3	Bos taurus (Bovine)	866
P58137	reviewed	ACOT8_MOUSE	Acyl-coenzyme A thioesterase 8 (Acyl-CoA thioesterase 8) (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (EC 3.1.2.27) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	Acot8 Pte1	Mus musculus (Mouse)	320
P58158	reviewed	B3GA3_MOUSE	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)	B3gat3	Mus musculus (Mouse)	335
P58195	reviewed	PLS1_RAT	Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Mg(2+)-dependent nuclease) (EC 3.1.-.-)	Plscr1	Rattus norvegicus (Rat)	335
P58197	reviewed	AP2A_RAT	Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2)	Tfap2a Tcfap2a	Rattus norvegicus (Rat)	437
P58200	reviewed	VTI1B_RAT	Vesicle transport through interaction with t-SNAREs homolog 1B (Vesicle transport v-SNARE protein Vti1-like 1) (Vti1-rp1)	Vti1b Vti1l1	Rattus norvegicus (Rat)	232
P58252	reviewed	EF2_MOUSE	Elongation factor 2 (EF-2) (EC 3.6.5.-)	Eef2	Mus musculus (Mouse)	858
P58269	reviewed	DPF3_MOUSE	Zinc finger protein DPF3 (BRG1-associated factor 45C) (BAF45C) (Zinc finger protein cer-d4)	Dpf3 Baf45c Cerd4	Mus musculus (Mouse)	378
P58281	reviewed	OPA1_MOUSE	Dynamin-like GTPase OPA1, mitochondrial (EC 3.6.5.5) (Large GTP-binding protein) (LargeG) (Optic atrophy protein 1 homolog) [Cleaved into: Dynamin-like GTPase OPA1, long form (L-OPA1); Dynamin-like GTPase OPA1, short form (S-OPA1)]	Opa1	Mus musculus (Mouse)	960
P58283	reviewed	RN216_MOUSE	E3 ubiquitin-protein ligase RNF216 (EC 2.3.2.27) (RING finger protein 216) (RING-type E3 ubiquitin transferase RNF216) (Triad domain-containing protein 3) (UbcM4-interacting protein 83) (Ubiquitin-conjugating enzyme 7-interacting protein 1)	Rnf216 Triad3 Ubce7ip1 Uip83 Zin	Mus musculus (Mouse)	853
P58295	reviewed	SC6A5_RAT	Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (Solute carrier family 6 member 5)	Slc6a5 Glyt2	Rattus norvegicus (Rat)	799
P58304	reviewed	VSX2_HUMAN	Visual system homeobox 2 (Ceh-10 homeodomain-containing homolog) (Homeobox protein CHX10)	VSX2 CHX10 HOX10	Homo sapiens (Human)	361
